Match_ID,Date,Teams,Team1,Team2,Toss_Winner,Toss_Decision,team1_form_winrate_5,team2_form_winrate_5,venue_chase_winrate_prior,venue_score_prior,h2h_team1_winrate_prior,venue_team1_winrate_prior,venue_team2_winrate_prior,venue_avg_first_innings_runs_prior,team1_recent_runs_for_5,team2_recent_runs_for_5,team1_recent_runs_against_5,team2_recent_runs_against_5,team1_recent_wkts_taken_5,team2_recent_wkts_taken_5,team1_recent_powerplay_rr_5,team2_recent_powerplay_rr_5,team1_recent_death_rr_5,team2_recent_death_rr_5,team1_player_elo_avg_prior,team2_player_elo_avg_prior,player_elo_gap_prior,team1_xi_continuity_prior,team2_xi_continuity_prior,team1_player_availability_prior,team2_player_availability_prior,team1_injury_proxy_prior,team2_injury_proxy_prior,venue_toss_bat_rate_prior,toss_decision_alignment_prior,toss_decision_venue_team1_winrate_prior,toss_field_chase_boost_team1,venue_pp_rr_first_innings_prior,venue_death_rr_first_innings_prior,venue_pp_rr_second_innings_prior,venue_death_rr_second_innings_prior,Match_Winner,Team1_Player_1,Team1_Player_2,Team1_Player_3,Team1_Player_4,Team1_Player_5,Team1_Player_6,Team1_Player_7,Team1_Player_8,Team1_Player_9,Team1_Player_10,Team1_Player_11,Team2_Player_1,Team2_Player_2,Team2_Player_3,Team2_Player_4,Team2_Player_5,Team2_Player_6,Team2_Player_7,Team2_Player_8,Team2_Player_9,Team2_Player_10,Team2_Player_11
1216512,2020-10-18,Kolkata Knight Riders vs Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0.6,0.4,0.5,0.0,0.3333333333333333,0.5,0.5,165.5,153.0,141.2,141.8,144.6,6.0,7.0,6.0,8.2,8.105365900383143,5.370580808080808,1003.0589934301041,996.8241823492848,6.234811080819327,0.7272727272727273,0.8181818181818182,1.0,0.9090909090909091,0.0,0.09090909090909094,0.3,1.0,0.4444444444444444,0.5,7.666666666666667,8.763565089958862,7.1833333333333345,7.208414761483726,Draw/No Result,Shubman Gill,RA Tripathi,N Rana,AD Russell,EJG Morgan,KD Karthik,PJ Cummins,LH Ferguson,Kuldeep Yadav,Shivam Mavi,CV Varun,JM Bairstow,KS Williamson,PK Garg,DA Warner,MK Pandey,V Shankar,Abdul Samad,Rashid Khan,Sandeep Sharma,Basil Thampi,T Natarajan
1216517,2020-10-18,Mumbai Indians vs Punjab Kings,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,0.8,0.4,0.3333333333333333,-0.33333333333333337,0.5,0.5,0.5,166.57142857142858,178.8,161.2,148.0,149.8,6.6,5.0,8.333333333333332,7.9,10.43442300969331,9.521409961685823,1056.9589728148198,973.9573983331644,83.00157448165544,0.9090909090909091,0.6363636363636364,1.0,1.0,0.0,0.0,0.42857142857142855,0.0,0.4,0.0,6.6428571428571415,10.035612635858941,7.142857142857143,9.276497633536172,Draw/No Result,RG Sharma,Q de Kock,SA Yadav,Ishan Kishan,KH Pandya,HH Pandya,KA Pollard,NM Coulter-Nile,RD Chahar,TA Boult,JJ Bumrah,KL Rahul,MA Agarwal,CH Gayle,N Pooran,GJ Maxwell,DJ Hooda,CJ Jordan,M Ashwin,Ravi Bishnoi,Mohammed Shami,Arshdeep Singh
1216533,2020-10-19,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,0.4,0.2,0.5,0.0,0.6666666666666666,0.6,0.25,163.1875,150.2,168.4,154.8,181.4,4.2,3.2,6.333333333333333,8.233333333333333,9.752504290841006,9.37094017094017,1015.4481651547266,960.1921371032437,55.25602805148287,0.8181818181818182,0.9090909090909091,1.0,1.0,0.0,0.0,0.4375,0.0,0.4444444444444444,0.0,7.197916666666666,9.056628785409375,7.46875,7.584242742410846,Rajasthan Royals,SM Curran,F du Plessis,SR Watson,AT Rayudu,MS Dhoni,RA Jadeja,KM Jadhav,PP Chawla,DL Chahar,SN Thakur,JR Hazlewood,BA Stokes,RV Uthappa,SV Samson,SPD Smith,JC Buttler,R Tewatia,R Parag,JC Archer,S Gopal,AS Rajpoot,Kartik Tyagi
1216546,2020-10-20,Delhi Capitals vs Punjab Kings,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,0.4,0.2,0.3333333333333333,-0.33333333333333337,0.3333333333333333,0.5,0.375,170.8181818181818,151.0,175.8,143.6,189.6,5.0,5.4,6.166666666666666,8.7,6.8338222601153635,6.198818600754085,1015.3019656600645,967.5943899367838,47.707575723280684,0.7272727272727273,0.6363636363636364,1.0,1.0,0.0,0.0,0.45454545454545453,0.0,0.5,0.0,7.742424242424241,9.169332377392722,7.4772727272727275,6.9468084406324575,Punjab Kings,PP Shaw,S Dhawan,SS Iyer,RR Pant,MP Stoinis,SO Hetmyer,AR Patel,R Ashwin,K Rabada,DR Sams,TU Deshpande,KL Rahul,MA Agarwal,CH Gayle,N Pooran,GJ Maxwell,DJ Hooda,JDS Neesham,M Ashwin,Ravi Bishnoi,Mohammed Shami,Arshdeep Singh
1216494,2020-10-21,Kolkata Knight Riders vs Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,bat,0.4,0.7,0.6666666666666666,0.33333333333333326,1.0,0.5,0.5,162.0,176.8,154.8,170.6,149.6,4.4,5.6,8.466666666666667,10.133333333333333,9.827422969187676,7.600471559092249,991.3592178726591,970.7514528826549,20.60776499000417,0.36363636363636365,0.5454545454545454,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,8.5,5.571428571428571,6.166666666666667,11.25,Royal Challengers Bengaluru,Shubman Gill,RA Tripathi,N Rana,T Banton,KD Karthik,EJG Morgan,PJ Cummins,Kuldeep Yadav,LH Ferguson,M Prasidh Krishna,CV Varun,D Padikkal,AJ Finch,Gurkeerat Singh,V Kohli,AB de Villiers,CH Morris,Washington Sundar,I Udana,NA Saini,YS Chahal,Mohammed Siraj
1216518,2020-10-22,Rajasthan Royals vs Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0.2,0.5,0.3,-0.4,0.0,0.5,0.4,169.75,145.6,144.4,173.4,146.4,4.8,5.8,6.166666666666666,7.933333333333333,9.959384615384616,6.671944444444445,978.9611560694558,1006.7870446457063,-27.825888576250463,0.7272727272727273,0.6363636363636364,1.0,1.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.7,7.041666666666667,9.915776440991959,7.729166666666666,8.827461745133625,Sunrisers Hyderabad,RV Uthappa,BA Stokes,SV Samson,JC Buttler,SPD Smith,R Parag,R Tewatia,JC Archer,S Gopal,AS Rajpoot,Kartik Tyagi,DA Warner,JM Bairstow,MK Pandey,V Shankar,PK Garg,Abdul Samad,JO Holder,Rashid Khan,Sandeep Sharma,T Natarajan,S Nadeem
1216521,2020-10-23,Chennai Super Kings vs Mumbai Indians,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,0.4,0.9,0.5555555555555556,0.11111111111111116,0.0,0.25,0.3333333333333333,175.0,165.6,187.4,169.4,157.0,6.0,8.2,8.2,8.7,10.170639948287008,10.249807625077926,1032.74271443186,1049.8199377830583,-17.077223351198427,0.6363636363636364,0.9090909090909091,0.9090909090909091,1.0,0.09090909090909094,0.0,0.14285714285714285,1.0,0.5,0.4444444444444444,7.928571428571429,9.566617010741435,8.190476190476192,7.762662222570057,Mumbai Indians,RD Gaikwad,F du Plessis,AT Rayudu,N Jagadeesan,MS Dhoni,RA Jadeja,SM Curran,DL Chahar,SN Thakur,Imran Tahir,JR Hazlewood,Q de Kock,Ishan Kishan,SA Yadav,SS Tiwary,KH Pandya,HH Pandya,KA Pollard,NM Coulter-Nile,RD Chahar,TA Boult,JJ Bumrah
1216497,2020-10-24,Kolkata Knight Riders vs Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,0.4,0.5,0.75,0.5,0.5,0.3333333333333333,0.5,123.0,161.8,138.4,155.4,153.2,4.6,7.0,7.0,7.566666666666667,9.661137254901961,9.577142857142857,984.6644911960437,996.0793440072489,-11.41485281120515,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.18181818181818177,0.18181818181818177,0.5,0.0,0.3333333333333333,0.25,5.666666666666667,5.905714285714286,6.75,5.625,Kolkata Knight Riders,Shubman Gill,N Rana,RA Tripathi,KD Karthik,SP Narine,EJG Morgan,PJ Cummins,LH Ferguson,KL Nagarkoti,M Prasidh Krishna,CV Varun,AM Rahane,S Dhawan,SS Iyer,RR Pant,SO Hetmyer,MP Stoinis,AR Patel,K Rabada,R Ashwin,TU Deshpande,A Nortje
1216498,2020-10-24,Punjab Kings vs Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0.3,0.5,0.3333333333333333,-0.33333333333333337,0.5,0.3333333333333333,0.5,160.0,173.4,174.0,185.8,166.0,5.2,7.0,8.6,10.2,7.787173311148709,8.224437017231136,968.6347647865715,1007.4922719560135,-38.85750716944199,0.5454545454545454,0.7272727272727273,0.5454545454545454,0.7272727272727273,0.4545454545454546,0.2727272727272727,0.0,1.0,0.3333333333333333,0.6666666666666667,4.333333333333333,10.457142857142857,6.166666666666667,10.758620689655173,Punjab Kings,KL Rahul,Mandeep Singh,CH Gayle,N Pooran,GJ Maxwell,DJ Hooda,CJ Jordan,M Ashwin,Ravi Bishnoi,Mohammed Shami,Arshdeep Singh,DA Warner,JM Bairstow,MK Pandey,Abdul Samad,V Shankar,JO Holder,PK Garg,Rashid Khan,Sandeep Sharma,T Natarajan,KK Ahmed
1216541,2020-10-25,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,1.0,0.6,0.55,0.10000000000000009,0.2,0.7777777777777778,0.5,162.27777777777777,150.0,169.2,141.6,180.6,6.8,4.2,7.766666666666666,8.633333333333333,5.880683760683761,10.013333333333332,1089.1876520326248,980.8545741442757,108.33307788834907,0.9090909090909091,0.9090909090909091,1.0,1.0,0.0,0.0,0.4444444444444444,0.0,0.4,0.0,7.287037037037036,8.906980054785022,7.537037037037038,8.041549104365195,Rajasthan Royals,Ishan Kishan,Q de Kock,SA Yadav,SS Tiwary,KA Pollard,HH Pandya,KH Pandya,JL Pattinson,RD Chahar,TA Boult,JJ Bumrah,RV Uthappa,BA Stokes,SPD Smith,SV Samson,JC Buttler,R Parag,R Tewatia,JC Archer,S Gopal,AS Rajpoot,Kartik Tyagi
1216544,2020-10-25,Royal Challengers Bengaluru vs Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,bat,0.8,0.4,0.30434782608695654,-0.3913043478260869,0.4,0.5714285714285714,0.5,172.04761904761904,175.2,146.6,150.2,157.8,7.0,4.6,8.0,6.366666666666666,10.385807012460157,7.984388025767336,981.8411778913899,1014.0984788113693,-32.25730091997946,0.8181818181818182,0.5454545454545454,1.0,0.9090909090909091,0.0,0.09090909090909094,0.42857142857142855,0.0,0.5454545454545454,0.0,7.746031746031745,9.320252966792376,7.4523809523809526,6.958281111474899,Chennai Super Kings,D Padikkal,AJ Finch,V Kohli,AB de Villiers,MM Ali,CH Morris,Gurkeerat Singh,Washington Sundar,NA Saini,YS Chahal,Mohammed Siraj,RD Gaikwad,F du Plessis,AT Rayudu,MS Dhoni,N Jagadeesan,RA Jadeja,SM Curran,MJ Santner,DL Chahar,Imran Tahir,Monu Kumar
1216520,2020-10-26,Kolkata Knight Riders vs Punjab Kings,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,0.5,0.3,0.5,0.0,0.75,0.3333333333333333,0.5,179.33333333333334,172.6,175.2,176.4,165.4,6.2,4.6,7.9,8.7,9.513650661228526,9.334114135914499,997.8382839562387,970.7615681718648,27.076715784373846,0.8181818181818182,0.9090909090909091,1.0,1.0,0.0,0.0,0.16666666666666666,1.0,0.5714285714285714,0.5,7.75,9.864756882902045,8.555555555555555,7.5564392596650665,Punjab Kings,Shubman Gill,N Rana,RA Tripathi,KD Karthik,EJG Morgan,SP Narine,KL Nagarkoti,PJ Cummins,LH Ferguson,CV Varun,M Prasidh Krishna,KL Rahul,Mandeep Singh,CH Gayle,N Pooran,GJ Maxwell,DJ Hooda,CJ Jordan,M Ashwin,Ravi Bishnoi,Mohammed Shami,Arshdeep Singh
1216524,2020-10-27,Sunrisers Hyderabad vs Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,0.7,1.0,0.38461538461538464,-0.23076923076923073,0.5,0.5,0.5,171.36363636363637,152.8,189.4,152.0,163.2,5.6,7.6,8.133333333333333,8.833333333333334,7.671944444444445,10.348642325416519,1023.7928536279819,1023.9972610508167,-0.2044074228348336,0.8181818181818182,0.8181818181818182,1.0,1.0,0.0,0.0,0.45454545454545453,1.0,0.625,0.6153846153846154,7.575757575757577,9.730665694458798,7.863636363636363,8.45990087703123,Sunrisers Hyderabad,DA Warner,WP Saha,MK Pandey,KS Williamson,V Shankar,Abdul Samad,JO Holder,Rashid Khan,Sandeep Sharma,T Natarajan,S Nadeem,AM Rahane,S Dhawan,MP Stoinis,SO Hetmyer,RR Pant,SS Iyer,AR Patel,K Rabada,R Ashwin,TU Deshpande,A Nortje
1216499,2020-10-28,Royal Challengers Bengaluru vs Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,0.7,0.6,0.6,0.19999999999999996,0.3333333333333333,0.6666666666666666,0.3333333333333333,146.66666666666666,139.6,145.2,134.4,145.8,5.6,4.6,9.966666666666665,7.8,5.892779251399942,7.777030812324929,979.4502134350149,1021.0450316584539,-41.594818223439006,0.7272727272727273,0.7272727272727273,0.7272727272727273,1.0,0.2727272727272727,0.0,0.3333333333333333,1.0,0.5,0.4,5.777777777777779,6.902660098522166,6.5,5.336206896551725,Mumbai Indians,JR Philippe,D Padikkal,V Kohli,AB de Villiers,S Dube,CH Morris,Gurkeerat Singh,Washington Sundar,YS Chahal,Mohammed Siraj,DW Steyn,Q de Kock,Ishan Kishan,SA Yadav,SS Tiwary,KH Pandya,HH Pandya,KA Pollard,JL Pattinson,RD Chahar,TA Boult,JJ Bumrah
1216536,2020-10-29,Kolkata Knight Riders vs Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,0.4,0.2,0.3157894736842105,-0.368421052631579,0.25,0.75,0.5,170.8235294117647,172.4,139.0,164.0,144.4,4.4,4.0,7.533333333333334,5.766666666666667,10.04393580711712,9.326259946949602,999.9583507316437,1008.9440976523111,-8.985746920667452,0.8181818181818182,0.5454545454545454,0.9090909090909091,0.9090909090909091,0.09090909090909094,0.09090909090909094,0.4117647058823529,1.0,0.6666666666666666,0.6842105263157895,7.715686274509803,9.507108183680192,7.509803921568627,7.268517061204722,Chennai Super Kings,Shubman Gill,N Rana,SP Narine,RK Singh,EJG Morgan,KD Karthik,RA Tripathi,KL Nagarkoti,PJ Cummins,LH Ferguson,CV Varun,SR Watson,RD Gaikwad,AT Rayudu,MS Dhoni,SM Curran,RA Jadeja,N Jagadeesan,MJ Santner,DL Chahar,KV Sharma,L Ngidi
1216537,2020-10-30,Punjab Kings vs Rajasthan Royals,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,0.5,0.4,0.5263157894736842,0.05263157894736836,0.6666666666666666,0.2,0.4,160.94117647058823,181.6,162.8,180.4,174.8,7.0,3.8,9.000000000000002,8.0,7.218777589134126,8.835555555555555,977.4161956517117,977.6299759266893,-0.21378027497758012,0.9090909090909091,0.9090909090909091,1.0,1.0,0.0,0.0,0.47058823529411764,1.0,0.45454545454545453,0.4736842105263158,7.196078431372548,8.91755107405045,7.333333333333334,7.632228463445502,Rajasthan Royals,KL Rahul,Mandeep Singh,CH Gayle,N Pooran,GJ Maxwell,DJ Hooda,CJ Jordan,M Ashwin,Ravi Bishnoi,Mohammed Shami,Arshdeep Singh,RV Uthappa,BA Stokes,SV Samson,SPD Smith,JC Buttler,R Parag,R Tewatia,JC Archer,S Gopal,Kartik Tyagi,VR Aaron
1216502,2020-10-31,Royal Challengers Bengaluru vs Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0.5,0.3,0.4,-0.19999999999999996,1.0,0.5,0.6666666666666666,183.0,132.0,154.4,130.6,157.8,5.2,6.8,9.433333333333334,9.366666666666665,4.370940170940171,7.161691919191919,974.9788024371575,1015.4619987380821,-40.48319630092465,0.8181818181818182,0.6363636363636364,1.0,0.9090909090909091,0.0,0.09090909090909094,0.0,1.0,0.6,0.6,8.5,9.619623655913978,8.333333333333334,7.767965367965368,Sunrisers Hyderabad,JR Philippe,D Padikkal,V Kohli,AB de Villiers,Washington Sundar,Gurkeerat Singh,CH Morris,I Udana,Mohammed Siraj,NA Saini,YS Chahal,DA Warner,WP Saha,MK Pandey,KS Williamson,Abhishek Sharma,JO Holder,Abdul Samad,Rashid Khan,S Nadeem,Sandeep Sharma,T Natarajan
1216535,2020-10-31,Delhi Capitals vs Mumbai Indians,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,0.4,0.9,0.2777777777777778,-0.4444444444444444,0.5,0.4,0.3333333333333333,174.625,172.8,163.2,178.8,151.2,5.6,7.2,8.466666666666665,8.766666666666667,9.166508064648994,7.396426799007445,1009.8737485086178,1064.3140125473435,-54.44026403872567,0.7272727272727273,0.7272727272727273,0.9090909090909091,0.9090909090909091,0.09090909090909094,0.09090909090909094,0.4375,1.0,0.7272727272727273,0.7222222222222222,7.96875,9.769571675929434,7.583333333333334,7.722799377530017,Mumbai Indians,PP Shaw,S Dhawan,SS Iyer,RR Pant,MP Stoinis,SO Hetmyer,HV Patel,R Ashwin,P Dubey,K Rabada,A Nortje,Ishan Kishan,Q de Kock,SA Yadav,SS Tiwary,KH Pandya,KA Pollard,NM Coulter-Nile,J Yadav,RD Chahar,TA Boult,JJ Bumrah
1216506,2020-11-01,Punjab Kings vs Chennai Super Kings,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,0.5,0.4,0.5555555555555556,0.11111111111111116,0.5,0.3333333333333333,0.5,159.14285714285714,156.8,164.4,164.0,168.2,6.0,8.6,7.800000000000002,7.966666666666667,7.912503042596349,9.584505494505494,973.8302072542713,1035.3809600839666,-61.550752829695284,0.5454545454545454,0.6363636363636364,1.0,0.8181818181818182,0.0,0.18181818181818177,0.2857142857142857,1.0,0.42857142857142855,0.4444444444444444,6.928571428571429,8.1322292595199,7.380952380952381,6.586624262437071,Chennai Super Kings,KL Rahul,MA Agarwal,CH Gayle,N Pooran,Mandeep Singh,DJ Hooda,JDS Neesham,CJ Jordan,M Ashwin,Ravi Bishnoi,Mohammed Shami,RD Gaikwad,F du Plessis,AT Rayudu,MS Dhoni,N Jagadeesan,SM Curran,RA Jadeja,DL Chahar,SN Thakur,L Ngidi,Imran Tahir
1216530,2020-11-01,Kolkata Knight Riders vs Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,0.3,0.2,0.3125,-0.375,0.6666666666666666,0.6666666666666666,0.3333333333333333,174.28571428571428,167.4,169.4,170.8,181.8,4.2,2.6,7.4,7.9,10.118736868125078,10.326495726495725,992.7661578797383,976.6415492484423,16.12460863129604,0.8181818181818182,0.7272727272727273,1.0,1.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.6875,7.821428571428571,9.826527755222335,7.607142857142857,8.095897701304146,Kolkata Knight Riders,Shubman Gill,N Rana,RA Tripathi,SP Narine,EJG Morgan,KD Karthik,AD Russell,PJ Cummins,KL Nagarkoti,Shivam Mavi,CV Varun,RV Uthappa,BA Stokes,SPD Smith,SV Samson,JC Buttler,R Parag,R Tewatia,S Gopal,JC Archer,Kartik Tyagi,VR Aaron
1216505,2020-11-02,Royal Challengers Bengaluru vs Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,0.5,0.5,0.5,0.0,0.5,0.5,0.3333333333333333,160.33333333333334,121.8,158.2,117.4,160.8,5.2,7.6,8.3,6.966666666666666,3.655555555555556,8.82564118862228,963.2117535922685,1001.9338568714683,-38.722103279199814,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.09090909090909094,0.09090909090909094,0.3333333333333333,1.0,0.5,0.5,6.972222222222222,8.006119321291735,7.138888888888889,6.446299734748011,Delhi Capitals,JR Philippe,D Padikkal,V Kohli,AB de Villiers,CH Morris,S Dube,Washington Sundar,I Udana,Shahbaz Ahmed,Mohammed Siraj,YS Chahal,PP Shaw,S Dhawan,AM Rahane,SS Iyer,RR Pant,MP Stoinis,AR Patel,DR Sams,R Ashwin,K Rabada,A Nortje
1216495,2020-11-03,Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0.7,0.3,0.5,0.0,0.5,0.5,0.5,165.0,149.6,175.8,149.6,168.4,6.2,6.0,7.966666666666666,10.033333333333333,7.514961846807688,8.971911764705883,1021.2926116894619,1012.1318748446448,9.160736844817052,0.7272727272727273,0.36363636363636365,0.7272727272727273,0.0,0.2727272727272727,1.0,0.5,0.0,0.5,0.5,7.5,9.5,7.3,9.2,Sunrisers Hyderabad,RG Sharma,Q de Kock,SA Yadav,Ishan Kishan,KH Pandya,SS Tiwary,KA Pollard,NM Coulter-Nile,JL Pattinson,DS Kulkarni,RD Chahar,DA Warner,WP Saha,MK Pandey,KS Williamson,PK Garg,JO Holder,Abdul Samad,Rashid Khan,S Nadeem,Sandeep Sharma,T Natarajan
1237177,2020-11-05,Mumbai Indians vs Delhi Capitals,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,0.7,0.4,0.34615384615384615,-0.3076923076923077,0.6666666666666666,0.4,0.4444444444444444,172.25,177.6,151.4,170.8,143.8,5.0,5.0,7.7,6.4,9.731324154772432,7.0744352869352864,1080.3472886274276,1010.3743960989275,69.9728925285001,0.9090909090909091,0.8181818181818182,1.0,1.0,0.0,0.0,0.4583333333333333,1.0,0.6,0.6538461538461539,7.951388888888888,9.249497440219423,7.541666666666667,7.1301101181988,Mumbai Indians,Q de Kock,RG Sharma,SA Yadav,Ishan Kishan,KA Pollard,KH Pandya,HH Pandya,NM Coulter-Nile,TA Boult,RD Chahar,JJ Bumrah,PP Shaw,S Dhawan,AM Rahane,SS Iyer,MP Stoinis,RR Pant,AR Patel,DR Sams,K Rabada,A Nortje,R Ashwin
1237178,2020-11-06,Royal Challengers Bengaluru vs Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0.5,0.4,0.5909090909090909,0.18181818181818188,0.6666666666666666,0.5,0.4,162.9,177.0,166.4,160.0,159.0,5.8,6.0,9.1,7.999999999999998,9.745409762651143,6.879414838035527,976.7417144688167,1017.4219542999127,-40.68023983109606,0.8181818181818182,0.45454545454545453,1.0,0.9090909090909091,0.0,0.09090909090909094,0.5,0.0,0.4166666666666667,0.40909090909090906,7.383333333333333,9.137354846241386,7.675,8.04900133678582,Sunrisers Hyderabad,V Kohli,D Padikkal,AJ Finch,AB de Villiers,MM Ali,S Dube,Washington Sundar,NA Saini,Mohammed Siraj,YS Chahal,A Zampa,DA Warner,SP Goswami,MK Pandey,KS Williamson,PK Garg,JO Holder,Abdul Samad,Rashid Khan,S Nadeem,Sandeep Sharma,T Natarajan
1237180,2020-11-08,Delhi Capitals vs Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,0.4,0.4,0.6086956521739131,0.21739130434782616,0.4,0.3333333333333333,0.5,161.38095238095238,150.6,160.4,151.4,155.8,5.2,6.0,6.333333333333334,8.333333333333332,6.900149572649573,6.923859282479971,993.5658768831723,1026.2564043452765,-32.690527462104114,0.8181818181818182,1.0,1.0,1.0,0.0,0.0,0.47619047619047616,0.0,0.3333333333333333,0.0,7.285714285714286,8.977752914787715,7.690476190476191,8.036085929214007,Delhi Capitals,MP Stoinis,S Dhawan,SS Iyer,SO Hetmyer,RR Pant,AM Rahane,P Dubey,AR Patel,R Ashwin,K Rabada,A Nortje,PK Garg,DA Warner,MK Pandey,KS Williamson,JO Holder,Abdul Samad,Rashid Khan,SP Goswami,S Nadeem,Sandeep Sharma,T Natarajan
1237181,2020-11-10,Delhi Capitals vs Mumbai Indians,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,0.6,0.7,0.3333333333333333,-0.33333333333333337,0.4,0.4,0.5,173.36,166.4,184.4,163.6,167.0,6.6,5.8,7.766666666666666,8.333333333333332,7.659300766283525,11.272862616310892,1004.504019042899,1081.6856552591873,-77.18163621628833,1.0,0.9090909090909091,1.0,1.0,0.0,0.0,0.44,0.0,0.46153846153846156,0.0,8.053333333333333,9.455517542610647,7.453333333333334,7.092905713470848,Mumbai Indians,MP Stoinis,S Dhawan,AM Rahane,SS Iyer,RR Pant,SO Hetmyer,AR Patel,K Rabada,P Dubey,R Ashwin,A Nortje,RG Sharma,Q de Kock,SA Yadav,Ishan Kishan,KA Pollard,HH Pandya,KH Pandya,J Yadav,NM Coulter-Nile,TA Boult,JJ Bumrah
1254058,2021-04-09,Mumbai Indians vs Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,0.7,0.5,0.5,0.0,1.0,0.5,0.5,165.0,193.6,169.0,176.2,151.0,5.4,6.2,9.1,8.266666666666667,12.772862616310892,9.081862964621585,1083.5129518865022,974.9929563487414,108.51999553776079,0.7272727272727273,0.45454545454545453,0.8181818181818182,0.7272727272727273,0.18181818181818177,0.2727272727272727,0.5,0.0,0.5,0.5,7.5,9.5,7.3,9.2,Royal Challengers Bengaluru,RG Sharma,CA Lynn,SA Yadav,Ishan Kishan,HH Pandya,KA Pollard,KH Pandya,M Jansen,RD Chahar,JJ Bumrah,TA Boult,Washington Sundar,V Kohli,RM Patidar,GJ Maxwell,AB de Villiers,Shahbaz Ahmed,DT Christian,KA Jamieson,HV Patel,Mohammed Siraj,YS Chahal
1254059,2021-04-10,Chennai Super Kings vs Delhi Capitals,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,0.6,0.4,0.5,0.0,0.6666666666666666,0.5,0.5,165.0,150.2,162.6,153.0,168.8,5.0,6.2,7.1,7.9333333333333345,8.249702427390053,7.214856321839082,1020.2904795778132,1002.7549956339409,17.53548394387235,0.6363636363636364,0.5454545454545454,0.9090909090909091,0.9090909090909091,0.09090909090909094,0.09090909090909094,0.5,0.0,0.5,0.5,7.5,9.5,7.3,9.2,Delhi Capitals,RD Gaikwad,F du Plessis,MM Ali,SK Raina,AT Rayudu,RA Jadeja,MS Dhoni,SM Curran,DJ Bravo,SN Thakur,DL Chahar,PP Shaw,S Dhawan,RR Pant,MP Stoinis,SO Hetmyer,AM Rahane,CR Woakes,TK Curran,R Ashwin,A Mishra,Avesh Khan
